,Number of Insured,Number of Uninsured,State,Race,RACECAT,IPRCAT,Income Poverty Ratio,Age Range,AGECAT,Sex,SEXCAT,Year,state
8255,48709,10735,Michigan,Hispanic (any race),3,5,138% to 400% of Poverty,40 to 64 years,2,Both Sexes,0,2020,26
8256,54590,11060,Michigan,Hispanic (any race),3,0,All Incomes,40 to 64 years,2,Male Only,1,2020,26
8257,15073,5774,Michigan,Hispanic (any race),3,1,<= 200% of Poverty,40 to 64 years,2,Male Only,1,2020,26
8258,20142,7181,Michigan,Hispanic (any race),3,2,<= 250% of Poverty,40 to 64 years,2,Male Only,1,2020,26
8259,8965,3769,Michigan,Hispanic (any race),3,3,<= 138% of Poverty,40 to 64 years,2,Male Only,1,2020,26
8260,33154,9550,Michigan,Hispanic (any race),3,4,<= 400% of Poverty,40 to 64 years,2,Male Only,1,2020,26
8261,24189,5781,Michigan,Hispanic (any race),3,5,138% to 400% of Poverty,40 to 64 years,2,Male Only,1,2020,26
8262,55027,9944,Michigan,Hispanic (any race),3,0,All Incomes,40 to 64 years,2,Female Only,2,2020,26
8263,16609,5531,Michigan,Hispanic (any race),3,1,<= 200% of Poverty,40 to 64 years,2,Female Only,2,2020,26
8264,21955,6729,Michigan,Hispanic (any race),3,2,<= 250% of Poverty,40 to 64 years,2,Female Only,2,2020,26
8265,10135,3738,Michigan,Hispanic (any race),3,3,<= 138% of Poverty,40 to 64 years,2,Female Only,2,2020,26
8266,34655,8692,Michigan,Hispanic (any race),3,4,<= 400% of Poverty,40 to 64 years,2,Female Only,2,2020,26
8267,24520,4954,Michigan,Hispanic (any race),3,5,138% to 400% of Poverty,40 to 64 years,2,Female Only,2,2020,26
8268,1882370,113980,Michigan,All Races,0,0,All Incomes,50 to 64 years,3,Both Sexes,0,2020,26
8269,404093,47673,Michigan,All Races,0,1,<= 200% of Poverty,50 to 64 years,3,Both Sexes,0,2020,26
8270,524329,60204,Michigan,All Races,0,2,<= 250% of Poverty,50 to 64 years,3,Both Sexes,0,2020,26
8271,267665,31297,Michigan,All Races,0,3,<= 138% of Poverty,50 to 64 years,3,Both Sexes,0,2020,26
8272,901319,88234,Michigan,All Races,0,4,<= 400% of Poverty,50 to 64 years,3,Both Sexes,0,2020,26
8273,633654,56937,Michigan,All Races,0,5,138% to 400% of Poverty,50 to 64 years,3,Both Sexes,0,2020,26
8274,909544,60091,Michigan,All Races,0,0,All Incomes,50 to 64 years,3,Male Only,1,2020,26
8275,186959,25464,Michigan,All Races,0,1,<= 200% of Poverty,50 to 64 years,3,Male Only,1,2020,26
8276,241501,31929,Michigan,All Races,0,2,<= 250% of Poverty,50 to 64 years,3,Male Only,1,2020,26
8277,125482,17299,Michigan,All Races,0,3,<= 138% of Poverty,50 to 64 years,3,Male Only,1,2020,26
8278,421520,46540,Michigan,All Races,0,4,<= 400% of Poverty,50 to 64 years,3,Male Only,1,2020,26
8279,296038,29241,Michigan,All Races,0,5,138% to 400% of Poverty,50 to 64 years,3,Male Only,1,2020,26
8280,972826,53889,Michigan,All Races,0,0,All Incomes,50 to 64 years,3,Female Only,2,2020,26
8281,217134,22209,Michigan,All Races,0,1,<= 200% of Poverty,50 to 64 years,3,Female Only,2,2020,26
8282,282828,28275,Michigan,All Races,0,2,<= 250% of Poverty,50 to 64 years,3,Female Only,2,2020,26
8283,142183,13998,Michigan,All Races,0,3,<= 138% of Poverty,50 to 64 years,3,Female Only,2,2020,26
8284,479799,41694,Michigan,All Races,0,4,<= 400% of Poverty,50 to 64 years,3,Female Only,2,2020,26
8285,337616,27696,Michigan,All Races,0,5,138% to 400% of Poverty,50 to 64 years,3,Female Only,2,2020,26
8286,1524252,86319,Michigan,"White alone, not Hispanic",1,0,All Incomes,50 to 64 years,3,Both Sexes,0,2020,26
8287,280636,33542,Michigan,"White alone, not Hispanic",1,1,<= 200% of Poverty,50 to 64 years,3,Both Sexes,0,2020,26
8288,372236,43271,Michigan,"White alone, not Hispanic",1,2,<= 250% of Poverty,50 to 64 years,3,Both Sexes,0,2020,26
8289,180008,21263,Michigan,"White alone, not Hispanic",1,3,<= 138% of Poverty,50 to 64 years,3,Both Sexes,0,2020,26
8290,679870,65687,Michigan,"White alone, not Hispanic",1,4,<= 400% of Poverty,50 to 64 years,3,Both Sexes,0,2020,26
8291,499862,44424,Michigan,"White alone, not Hispanic",1,5,138% to 400% of Poverty,50 to 64 years,3,Both Sexes,0,2020,26
8292,745093,46561,Michigan,"White alone, not Hispanic",1,0,All Incomes,50 to 64 years,3,Male Only,1,2020,26
8293,132615,18434,Michigan,"White alone, not Hispanic",1,1,<= 200% of Poverty,50 to 64 years,3,Male Only,1,2020,26
8294,174754,23540,Michigan,"White alone, not Hispanic",1,2,<= 250% of Poverty,50 to 64 years,3,Male Only,1,2020,26
8295,85873,12103,Michigan,"White alone, not Hispanic",1,3,<= 138% of Poverty,50 to 64 years,3,Male Only,1,2020,26
8296,323242,35520,Michigan,"White alone, not Hispanic",1,4,<= 400% of Poverty,50 to 64 years,3,Male Only,1,2020,26
8297,237369,23417,Michigan,"White alone, not Hispanic",1,5,138% to 400% of Poverty,50 to 64 years,3,Male Only,1,2020,26
8298,779159,39758,Michigan,"White alone, not Hispanic",1,0,All Incomes,50 to 64 years,3,Female Only,2,2020,26
8299,148021,15108,Michigan,"White alone, not Hispanic",1,1,<= 200% of Poverty,50 to 64 years,3,Female Only,2,2020,26
8300,197482,19731,Michigan,"White alone, not Hispanic",1,2,<= 250% of Poverty,50 to 64 years,3,Female Only,2,2020,26
8301,94135,9160,Michigan,"White alone, not Hispanic",1,3,<= 138% of Poverty,50 to 64 years,3,Female Only,2,2020,26
8302,356628,30167,Michigan,"White alone, not Hispanic",1,4,<= 400% of Poverty,50 to 64 years,3,Female Only,2,2020,26
8303,262493,21007,Michigan,"White alone, not Hispanic",1,5,138% to 400% of Poverty,50 to 64 years,3,Female Only,2,2020,26
8304,216490,14715,Michigan,"Black alone, not Hispanic",2,0,All Incomes,50 to 64 years,3,Both Sexes,0,2020,26
8305,88078,8087,Michigan,"Black alone, not Hispanic",2,1,<= 200% of Poverty,50 to 64 years,3,Both Sexes,0,2020,26
8306,105987,9560,Michigan,"Black alone, not Hispanic",2,2,<= 250% of Poverty,50 to 64 years,3,Both Sexes,0,2020,26
8307,64578,5917,Michigan,"Black alone, not Hispanic",2,3,<= 138% of Poverty,50 to 64 years,3,Both Sexes,0,2020,26
8308,148744,12430,Michigan,"Black alone, not Hispanic",2,4,<= 400% of Poverty,50 to 64 years,3,Both Sexes,0,2020,26
8309,84166,6513,Michigan,"Black alone, not Hispanic",2,5,138% to 400% of Poverty,50 to 64 years,3,Both Sexes,0,2020,26
8310,95523,6800,Michigan,"Black alone, not Hispanic",2,0,All Incomes,50 to 64 years,3,Male Only,1,2020,26
8311,38189,3836,Michigan,"Black alone, not Hispanic",2,1,<= 200% of Poverty,50 to 64 years,3,Male Only,1,2020,26
8312,45526,4497,Michigan,"Black alone, not Hispanic",2,2,<= 250% of Poverty,50 to 64 years,3,Male Only,1,2020,26
8313,29089,2975,Michigan,"Black alone, not Hispanic",2,3,<= 138% of Poverty,50 to 64 years,3,Male Only,1,2020,26
8314,64432,5759,Michigan,"Black alone, not Hispanic",2,4,<= 400% of Poverty,50 to 64 years,3,Male Only,1,2020,26
8315,35343,2784,Michigan,"Black alone, not Hispanic",2,5,138% to 400% of Poverty,50 to 64 years,3,Male Only,1,2020,26
8316,120967,7915,Michigan,"Black alone, not Hispanic",2,0,All Incomes,50 to 64 years,3,Female Only,2,2020,26
8317,49889,4251,Michigan,"Black alone, not Hispanic",2,1,<= 200% of Poverty,50 to 64 years,3,Female Only,2,2020,26
8318,60461,5063,Michigan,"Black alone, not Hispanic",2,2,<= 250% of Poverty,50 to 64 years,3,Female Only,2,2020,26
8319,35489,2942,Michigan,"Black alone, not Hispanic",2,3,<= 138% of Poverty,50 to 64 years,3,Female Only,2,2020,26
8320,84312,6671,Michigan,"Black alone, not Hispanic",2,4,<= 400% of Poverty,50 to 64 years,3,Female Only,2,2020,26
8321,48823,3729,Michigan,"Black alone, not Hispanic",2,5,138% to 400% of Poverty,50 to 64 years,3,Female Only,2,2020,26
8322,56555,7415,Michigan,Hispanic (any race),3,0,All Incomes,50 to 64 years,3,Both Sexes,0,2020,26
8323,16053,3571,Michigan,Hispanic (any race),3,1,<= 200% of Poverty,50 to 64 years,3,Both Sexes,0,2020,26
8324,21105,4413,Michigan,Hispanic (any race),3,2,<= 250% of Poverty,50 to 64 years,3,Both Sexes,0,2020,26
8325,9979,2317,Michigan,Hispanic (any race),3,3,<= 138% of Poverty,50 to 64 years,3,Both Sexes,0,2020,26
8326,33119,6060,Michigan,Hispanic (any race),3,4,<= 400% of Poverty,50 to 64 years,3,Both Sexes,0,2020,26
8327,23140,3743,Michigan,Hispanic (any race),3,5,138% to 400% of Poverty,50 to 64 years,3,Both Sexes,0,2020,26
8328,28270,3971,Michigan,Hispanic (any race),3,0,All Incomes,50 to 64 years,3,Male Only,1,2020,26
8329,7679,1951,Michigan,Hispanic (any race),3,1,<= 200% of Poverty,50 to 64 years,3,Male Only,1,2020,26
8330,10052,2390,Michigan,Hispanic (any race),3,2,<= 250% of Poverty,50 to 64 years,3,Male Only,1,2020,26
8331,4771,1297,Michigan,Hispanic (any race),3,3,<= 138% of Poverty,50 to 64 years,3,Male Only,1,2020,26
8332,16048,3250,Michigan,Hispanic (any race),3,4,<= 400% of Poverty,50 to 64 years,3,Male Only,1,2020,26
8333,11277,1953,Michigan,Hispanic (any race),3,5,138% to 400% of Poverty,50 to 64 years,3,Male Only,1,2020,26
8334,28285,3444,Michigan,Hispanic (any race),3,0,All Incomes,50 to 64 years,3,Female Only,2,2020,26
8335,8374,1620,Michigan,Hispanic (any race),3,1,<= 200% of Poverty,50 to 64 years,3,Female Only,2,2020,26
8336,11053,2023,Michigan,Hispanic (any race),3,2,<= 250% of Poverty,50 to 64 years,3,Female Only,2,2020,26
8337,5208,1020,Michigan,Hispanic (any race),3,3,<= 138% of Poverty,50 to 64 years,3,Female Only,2,2020,26
8338,17071,2810,Michigan,Hispanic (any race),3,4,<= 400% of Poverty,50 to 64 years,3,Female Only,2,2020,26
8339,11863,1790,Michigan,Hispanic (any race),3,5,138% to 400% of Poverty,50 to 64 years,3,Female Only,2,2020,26
8340,2118456,56993,Michigan,All Races,0,0,All Incomes,Under 19 years,4,Both Sexes,0,2020,26
8341,759166,27763,Michigan,All Races,0,1,<= 200% of Poverty,Under 19 years,4,Both Sexes,0,2020,26
8342,952839,34113,Michigan,All Races,0,2,<= 250% of Poverty,Under 19 years,4,Both Sexes,0,2020,26
8343,502388,17633,Michigan,All Races,0,3,<= 138% of Poverty,Under 19 years,4,Both Sexes,0,2020,26
8344,1439385,48008,Michigan,All Races,0,4,<= 400% of Poverty,Under 19 years,4,Both Sexes,0,2020,26
8345,936997,30375,Michigan,All Races,0,5,138% to 400% of Poverty,Under 19 years,4,Both Sexes,0,2020,26
8346,5119715,433157,Michigan,All Races,0,0,All Incomes,21 to 64 years,5,Both Sexes,0,2020,26
8347,1246709,196240,Michigan,All Races,0,1,<= 200% of Poverty,21 to 64 years,5,Both Sexes,0,2020,26
8348,1631075,247359,Michigan,All Races,0,2,<= 250% of Poverty,21 to 64 years,5,Both Sexes,0,2020,26
8349,802142,125625,Michigan,All Races,0,3,<= 138% of Poverty,21 to 64 years,5,Both Sexes,0,2020,26
8350,2767562,348930,Michigan,All Races,0,4,<= 400% of Poverty,21 to 64 years,5,Both Sexes,0,2020,26
8351,1965420,223305,Michigan,All Races,0,5,138% to 400% of Poverty,21 to 64 years,5,Both Sexes,0,2020,26
8352,2488672,256207,Michigan,All Races,0,0,All Incomes,21 to 64 years,5,Male Only,1,2020,26
8353,537318,110865,Michigan,All Races,0,1,<= 200% of Poverty,21 to 64 years,5,Male Only,1,2020,26
8354,719165,141652,Michigan,All Races,0,2,<= 250% of Poverty,21 to 64 years,5,Male Only,1,2020,26
8355,337054,70473,Michigan,All Races,0,3,<= 138% of Poverty,21 to 64 years,5,Male Only,1,2020,26
8356,1282810,203938,Michigan,All Races,0,4,<= 400% of Poverty,21 to 64 years,5,Male Only,1,2020,26
8357,945756,133465,Michigan,All Races,0,5,138% to 400% of Poverty,21 to 64 years,5,Male Only,1,2020,26
8358,2631043,176950,Michigan,All Races,0,0,All Incomes,21 to 64 years,5,Female Only,2,2020,26
8359,709391,85375,Michigan,All Races,0,1,<= 200% of Poverty,21 to 64 years,5,Female Only,2,2020,26
8360,911910,105707,Michigan,All Races,0,2,<= 250% of Poverty,21 to 64 years,5,Female Only,2,2020,26
8361,465088,55152,Michigan,All Races,0,3,<= 138% of Poverty,21 to 64 years,5,Female Only,2,2020,26
8362,1484752,144992,Michigan,All Races,0,4,<= 400% of Poverty,21 to 64 years,5,Female Only,2,2020,26
8363,1019664,89840,Michigan,All Races,0,5,138% to 400% of Poverty,21 to 64 years,5,Female Only,2,2020,26
8364,3883133,288355,Michigan,"White alone, not Hispanic",1,0,All Incomes,21 to 64 years,5,Both Sexes,0,2020,26
8365,801145,118553,Michigan,"White alone, not Hispanic",1,1,<= 200% of Poverty,21 to 64 years,5,Both Sexes,0,2020,26
8366,1075223,152977,Michigan,"White alone, not Hispanic",1,2,<= 250% of Poverty,21 to 64 years,5,Both Sexes,0,2020,26
8367,497035,72383,Michigan,"White alone, not Hispanic",1,3,<= 138% of Poverty,21 to 64 years,5,Both Sexes,0,2020,26
8368,1944580,225221,Michigan,"White alone, not Hispanic",1,4,<= 400% of Poverty,21 to 64 years,5,Both Sexes,0,2020,26
8369,1447545,152838,Michigan,"White alone, not Hispanic",1,5,138% to 400% of Poverty,21 to 64 years,5,Both Sexes,0,2020,26
8370,1913794,173051,Michigan,"White alone, not Hispanic",1,0,All Incomes,21 to 64 years,5,Male Only,1,2020,26
8371,353113,68100,Michigan,"White alone, not Hispanic",1,1,<= 200% of Poverty,21 to 64 years,5,Male Only,1,2020,26
8372,483401,88825,Michigan,"White alone, not Hispanic",1,2,<= 250% of Poverty,21 to 64 years,5,Male Only,1,2020,26
8373,213231,41472,Michigan,"White alone, not Hispanic",1,3,<= 138% of Poverty,21 to 64 years,5,Male Only,1,2020,26
8374,916805,133541,Michigan,"White alone, not Hispanic",1,4,<= 400% of Poverty,21 to 64 years,5,Male Only,1,2020,26
8375,703574,92069,Michigan,"White alone, not Hispanic",1,5,138% to 400% of Poverty,21 to 64 years,5,Male Only,1,2020,26
8376,1969339,115304,Michigan,"White alone, not Hispanic",1,0,All Incomes,21 to 64 years,5,Female Only,2,2020,26
8377,448032,50453,Michigan,"White alone, not Hispanic",1,1,<= 200% of Poverty,21 to 64 years,5,Female Only,2,2020,26
8378,591822,64152,Michigan,"White alone, not Hispanic",1,2,<= 250% of Poverty,21 to 64 years,5,Female Only,2,2020,26
8379,283804,30911,Michigan,"White alone, not Hispanic",1,3,<= 138% of Poverty,21 to 64 years,5,Female Only,2,2020,26
8380,1027775,91680,Michigan,"White alone, not Hispanic",1,4,<= 400% of Poverty,21 to 64 years,5,Female Only,2,2020,26
8381,743971,60769,Michigan,"White alone, not Hispanic",1,5,138% to 400% of Poverty,21 to 64 years,5,Female Only,2,2020,26
8382,655934,68760,Michigan,"Black alone, not Hispanic",2,0,All Incomes,21 to 64 years,5,Both Sexes,0,2020,26
8383,278808,38204,Michigan,"Black alone, not Hispanic",2,1,<= 200% of Poverty,21 to 64 years,5,Both Sexes,0,2020,26
8384,340851,46217,Michigan,"Black alone, not Hispanic",2,2,<= 250% of Poverty,21 to 64 years,5,Both Sexes,0,2020,26
8385,196920,26606,Michigan,"Black alone, not Hispanic",2,3,<= 138% of Poverty,21 to 64 years,5,Both Sexes,0,2020,26
8386,482344,59676,Michigan,"Black alone, not Hispanic",2,4,<= 400% of Poverty,21 to 64 years,5,Both Sexes,0,2020,26
8387,285424,33070,Michigan,"Black alone, not Hispanic",2,5,138% to 400% of Poverty,21 to 64 years,5,Both Sexes,0,2020,26
8388,291617,39271,Michigan,"Black alone, not Hispanic",2,0,All Incomes,21 to 64 years,5,Male Only,1,2020,26
8389,110955,21122,Michigan,"Black alone, not Hispanic",2,1,<= 200% of Poverty,21 to 64 years,5,Male Only,1,2020,26
8390,138663,25864,Michigan,"Black alone, not Hispanic",2,2,<= 250% of Poverty,21 to 64 years,5,Male Only,1,2020,26
8391,77700,14837,Michigan,"Black alone, not Hispanic",2,3,<= 138% of Poverty,21 to 64 years,5,Male Only,1,2020,26
8392,206264,33831,Michigan,"Black alone, not Hispanic",2,4,<= 400% of Poverty,21 to 64 years,5,Male Only,1,2020,26
8393,128564,18994,Michigan,"Black alone, not Hispanic",2,5,138% to 400% of Poverty,21 to 64 years,5,Male Only,1,2020,26
8394,364317,29489,Michigan,"Black alone, not Hispanic",2,0,All Incomes,21 to 64 years,5,Female Only,2,2020,26
8395,167853,17082,Michigan,"Black alone, not Hispanic",2,1,<= 200% of Poverty,21 to 64 years,5,Female Only,2,2020,26
8396,202188,20353,Michigan,"Black alone, not Hispanic",2,2,<= 250% of Poverty,21 to 64 years,5,Female Only,2,2020,26
8397,119220,11769,Michigan,"Black alone, not Hispanic",2,3,<= 138% of Poverty,21 to 64 years,5,Female Only,2,2020,26
8398,276080,25845,Michigan,"Black alone, not Hispanic",2,4,<= 400% of Poverty,21 to 64 years,5,Female Only,2,2020,26
8399,156860,14076,Michigan,"Black alone, not Hispanic",2,5,138% to 400% of Poverty,21 to 64 years,5,Female Only,2,2020,26
8400,240160,46537,Michigan,Hispanic (any race),3,0,All Incomes,21 to 64 years,5,Both Sexes,0,2020,26
8401,80121,25751,Michigan,Hispanic (any race),3,1,<= 200% of Poverty,21 to 64 years,5,Both Sexes,0,2020,26
8402,104569,31473,Michigan,Hispanic (any race),3,2,<= 250% of Poverty,21 to 64 years,5,Both Sexes,0,2020,26
8403,49742,17143,Michigan,Hispanic (any race),3,3,<= 138% of Poverty,21 to 64 years,5,Both Sexes,0,2020,26
8404,161686,40770,Michigan,Hispanic (any race),3,4,<= 400% of Poverty,21 to 64 years,5,Both Sexes,0,2020,26
8405,111944,23627,Michigan,Hispanic (any race),3,5,138% to 400% of Poverty,21 to 64 years,5,Both Sexes,0,2020,26
8406,119506,26309,Michigan,Hispanic (any race),3,0,All Incomes,21 to 64 years,5,Male Only,1,2020,26
8407,36022,13742,Michigan,Hispanic (any race),3,1,<= 200% of Poverty,21 to 64 years,5,Male Only,1,2020,26
8408,48522,17187,Michigan,Hispanic (any race),3,2,<= 250% of Poverty,21 to 64 years,5,Male Only,1,2020,26
8409,21310,8784,Michigan,Hispanic (any race),3,3,<= 138% of Poverty,21 to 64 years,5,Male Only,1,2020,26
8410,77751,22770,Michigan,Hispanic (any race),3,4,<= 400% of Poverty,21 to 64 years,5,Male Only,1,2020,26
8411,56441,13986,Michigan,Hispanic (any race),3,5,138% to 400% of Poverty,21 to 64 years,5,Male Only,1,2020,26
8412,120654,20228,Michigan,Hispanic (any race),3,0,All Incomes,21 to 64 years,5,Female Only,2,2020,26
8413,44099,12009,Michigan,Hispanic (any race),3,1,<= 200% of Poverty,21 to 64 years,5,Female Only,2,2020,26
8414,56047,14286,Michigan,Hispanic (any race),3,2,<= 250% of Poverty,21 to 64 years,5,Female Only,2,2020,26
8415,28432,8359,Michigan,Hispanic (any race),3,3,<= 138% of Poverty,21 to 64 years,5,Female Only,2,2020,26
8416,83935,18000,Michigan,Hispanic (any race),3,4,<= 400% of Poverty,21 to 64 years,5,Female Only,2,2020,26
8417,55503,9641,Michigan,Hispanic (any race),3,5,138% to 400% of Poverty,21 to 64 years,5,Female Only,2,2020,26
8418,4358751,274124,Minnesota,All Races,0,0,All Incomes,Under 65 years,0,Both Sexes,0,2020,27
8419,864893,107977,Minnesota,All Races,0,1,<= 200% of Poverty,Under 65 years,0,Both Sexes,0,2020,27
8420,1157959,139975,Minnesota,All Races,0,2,<= 250% of Poverty,Under 65 years,0,Both Sexes,0,2020,27
8421,533301,65837,Minnesota,All Races,0,3,<= 138% of Poverty,Under 65 years,0,Both Sexes,0,2020,27
8422,2098757,209689,Minnesota,All Races,0,4,<= 400% of Poverty,Under 65 years,0,Both Sexes,0,2020,27
8423,1565456,143852,Minnesota,All Races,0,5,138% to 400% of Poverty,Under 65 years,0,Both Sexes,0,2020,27
8424,2187505,154542,Minnesota,All Races,0,0,All Incomes,Under 65 years,0,Male Only,1,2020,27
8425,407331,57447,Minnesota,All Races,0,1,<= 200% of Poverty,Under 65 years,0,Male Only,1,2020,27
8426,551222,75575,Minnesota,All Races,0,2,<= 250% of Poverty,Under 65 years,0,Male Only,1,2020,27
8427,247132,34392,Minnesota,All Races,0,3,<= 138% of Poverty,Under 65 years,0,Male Only,1,2020,27
8428,1025980,116455,Minnesota,All Races,0,4,<= 400% of Poverty,Under 65 years,0,Male Only,1,2020,27
8429,778848,82063,Minnesota,All Races,0,5,138% to 400% of Poverty,Under 65 years,0,Male Only,1,2020,27
8430,2171246,119582,Minnesota,All Races,0,0,All Incomes,Under 65 years,0,Female Only,2,2020,27
8431,457562,50530,Minnesota,All Races,0,1,<= 200% of Poverty,Under 65 years,0,Female Only,2,2020,27
8432,606737,64400,Minnesota,All Races,0,2,<= 250% of Poverty,Under 65 years,0,Female Only,2,2020,27
8433,286169,31445,Minnesota,All Races,0,3,<= 138% of Poverty,Under 65 years,0,Female Only,2,2020,27
8434,1072777,93234,Minnesota,All Races,0,4,<= 400% of Poverty,Under 65 years,0,Female Only,2,2020,27
8435,786608,61789,Minnesota,All Races,0,5,138% to 400% of Poverty,Under 65 years,0,Female Only,2,2020,27
8436,3330820,168881,Minnesota,"White alone, not Hispanic",1,0,All Incomes,Under 65 years,0,Both Sexes,0,2020,27
8437,498226,55747,Minnesota,"White alone, not Hispanic",1,1,<= 200% of Poverty,Under 65 years,0,Both Sexes,0,2020,27
8438,698025,74677,Minnesota,"White alone, not Hispanic",1,2,<= 250% of Poverty,Under 65 years,0,Both Sexes,0,2020,27
